,Cycle,True_RUL,Predicted_RUL,Battery
468,1,161,126.003,B0005
469,2,160,117.79478,B0005
470,3,159,119.393265,B0005
471,4,158,119.43269,B0005
472,5,157,119.23048,B0005
473,6,156,119.71688,B0005
474,7,155,120.04311,B0005
475,8,154,110.26126,B0005
476,9,153,108.72882,B0005
477,10,152,107.96902,B0005
478,11,151,112.144554,B0005
479,12,150,115.414925,B0005
480,13,149,108.56756,B0005
481,14,148,114.04766,B0005
482,15,147,113.37791,B0005
483,16,146,110.558624,B0005
484,17,145,119.74009,B0005
485,18,144,114.500336,B0005
486,19,143,119.66221,B0005
487,20,142,116.2956,B0005
488,21,141,123.084015,B0005
489,22,140,125.59543,B0005
490,23,139,121.566185,B0005
491,24,138,102.87153,B0005
492,25,137,110.80935,B0005
493,26,136,111.633415,B0005
494,27,135,121.10775,B0005
495,28,134,118.592575,B0005
496,29,133,107.66468,B0005
497,30,132,117.68498,B0005
498,31,131,120.2191,B0005
499,32,130,119.05201,B0005
500,33,129,113.27604,B0005
501,34,128,116.98341,B0005
502,35,127,112.68591,B0005
503,36,126,123.79377,B0005
504,37,125,118.54518,B0005
505,38,124,118.89813,B0005
506,39,123,113.87922,B0005
507,40,122,102.41166,B0005
508,41,121,102.904305,B0005
509,42,120,106.075554,B0005
510,43,119,105.27043,B0005
511,44,118,106.20133,B0005
512,45,117,100.5379,B0005
513,46,116,100.35462,B0005
514,47,115,100.28242,B0005
515,48,114,106.76884,B0005
516,49,113,102.07246,B0005
517,50,112,106.92948,B0005
518,51,111,121.733795,B0005
519,52,110,114.4238,B0005
520,53,109,100.15986,B0005
521,54,108,105.548164,B0005
522,55,107,94.620514,B0005
523,56,106,92.53816,B0005
524,57,105,93.91839,B0005
525,58,104,95.73043,B0005
526,59,103,97.514946,B0005
527,60,102,87.40305,B0005
528,61,101,84.32448,B0005
529,62,100,77.52134,B0005
530,63,99,78.07173,B0005
531,64,98,89.56774,B0005
532,65,97,76.63028,B0005
533,66,96,76.0051,B0005
534,67,95,91.40077,B0005
535,68,94,90.97177,B0005
536,69,93,82.122444,B0005
537,70,92,85.072685,B0005
538,71,91,84.67945,B0005
539,72,90,78.527916,B0005
540,73,89,75.03751,B0005
541,74,88,72.7856,B0005
542,75,87,72.319565,B0005
543,76,86,72.72413,B0005
544,77,85,68.98944,B0005
545,78,84,67.44814,B0005
546,79,83,57.5213,B0005
547,80,82,55.343906,B0005
548,81,81,57.66533,B0005
549,82,80,52.042717,B0005
550,83,79,54.905617,B0005
551,84,78,48.717857,B0005
552,85,77,51.141293,B0005
553,86,76,49.997627,B0005
554,87,75,47.690315,B0005
555,88,74,46.954712,B0005
556,89,73,47.70627,B0005
557,90,72,52.571663,B0005
558,91,71,45.135784,B0005
559,92,70,50.60688,B0005
560,93,69,56.3146,B0005
561,94,68,48.10717,B0005
562,95,67,44.716213,B0005
563,96,66,44.044167,B0005
564,97,65,43.797924,B0005
565,98,64,43.024746,B0005
566,99,63,40.259476,B0005
567,100,62,40.0979,B0005
568,101,61,40.073753,B0005
569,102,60,40.399124,B0005
570,103,59,32.540134,B0005
571,104,58,39.65249,B0005
572,105,57,37.47099,B0005
573,106,56,37.56961,B0005
574,107,55,33.01125,B0005
575,108,54,34.486664,B0005
576,109,53,31.302353,B0005
577,110,52,35.222107,B0005
578,111,51,33.380955,B0005
579,112,50,26.152681,B0005
580,113,49,20.303993,B0005
581,114,48,26.591885,B0005
582,115,47,27.29538,B0005
583,116,46,10.556022,B0005
584,117,45,12.590068,B0005
585,118,44,16.579357,B0005
586,119,43,17.721788,B0005
587,120,42,30.164986,B0005
588,121,41,22.796083,B0005
589,122,40,30.825605,B0005
590,123,39,23.883518,B0005
591,124,38,16.860006,B0005
592,125,37,18.521841,B0005
593,126,36,15.554273,B0005
594,127,35,15.998597,B0005
595,128,34,18.147278,B0005
596,129,33,18.342491,B0005
597,130,32,17.71677,B0005
598,131,31,17.547812,B0005
599,132,30,15.655953,B0005
600,133,29,16.64581,B0005
601,134,28,14.941218,B0005
602,135,27,21.012012,B0005
603,136,26,18.107334,B0005
604,137,25,18.426075,B0005
605,138,24,14.851237,B0005
606,139,23,13.725992,B0005
607,140,22,13.241677,B0005
608,141,21,13.901096,B0005
609,142,20,13.623344,B0005
610,143,19,13.538385,B0005
611,144,18,13.534894,B0005
612,145,17,13.93482,B0005
613,146,16,12.9230585,B0005
614,147,15,11.504387,B0005
615,148,14,8.672134,B0005
616,149,13,7.677049,B0005
617,150,12,7.2557507,B0005
618,151,11,9.747204,B0005
619,152,10,12.676889,B0005
620,153,9,13.779572,B0005
621,154,8,14.05551,B0005
622,155,7,12.034928,B0005
623,156,6,9.536916,B0005
624,157,5,7.1756096,B0005
625,158,4,7.7380233,B0005
626,159,3,7.7380233,B0005
627,160,2,6.22055,B0005
628,161,1,7.2052307,B0005
629,162,0,6.6033473,B0005
630,163,0,7.3637977,B0005
631,164,0,7.0769887,B0005
632,165,0,6.4751053,B0005
633,166,0,6.592173,B0005
634,167,0,3.8102536,B0005
635,168,0,6.8432064,B0005
